campaign_id,city,segment,channel,category,discount_pct,baseline_orders,avg_ticket,unit_cost,logistics_capacity,seasonality_index,baseline_return_rate,incremental_orders_pct
CMP-0474,Manizales,En riesgo,Tienda,Educacion,5,635,147421.0,108373.0,0.796,1.22,0.046,10.674
CMP-0475,Bogota,En riesgo,B2B,Tecnologia,0,555,204799.0,125307.0,0.963,1.198,0.068,6.174
CMP-0476,Bogota,Frecuente,Digital,Hogar,10,197,250263.0,171582.0,0.942,0.962,0.095,13.509
CMP-0477,Medellin,Frecuente,Tienda,Tecnologia,15,428,289110.0,166288.0,0.688,0.937,0.017,8.181
CMP-0478,Pereira,Frecuente,Digital,Hogar,15,628,284351.0,192348.0,0.743,0.862,0.074,10.719
CMP-0479,Bogota,Ocasional,B2B,Bienestar,5,670,343783.0,211701.0,0.566,1.212,0.033,5.276
CMP-0480,Pereira,Frecuente,Tienda,Hogar,10,553,346137.0,180555.0,0.795,1.082,0.044,10.19
CMP-0481,Bucaramanga,Frecuente,Digital,Bienestar,10,159,194571.0,145797.0,0.579,0.814,0.019,4.836
CMP-0482,Medellin,En riesgo,Digital,Educacion,10,229,277893.0,202425.0,0.972,1.03,0.033,14.316
CMP-0483,Bucaramanga,En riesgo,Digital,Educacion,15,215,196413.0,115844.0,0.94,0.839,0.119,13.044
CMP-0484,Bogota,Ocasional,Tienda,Bienestar,10,173,245881.0,186738.0,0.646,1.058,0.12,13.048
CMP-0485,Manizales,En riesgo,Digital,Bienestar,15,188,284134.0,169376.0,0.865,1.029,0.091,11.979
CMP-0486,Bucaramanga,Ocasional,Digital,Educacion,20,276,80000.0,50410.0,0.806,0.837,0.079,6.375
CMP-0487,Bucaramanga,Ocasional,B2B,Educacion,15,424,440843.0,319304.0,0.911,1.167,0.097,10.101
CMP-0488,Manizales,Ocasional,Tienda,Hogar,15,326,302481.0,179402.0,0.764,0.918,0.109,6.169
CMP-0489,Bogota,Frecuente,Digital,Tecnologia,0,340,215322.0,135250.0,0.636,1.044,0.07,8.008
CMP-0490,Bogota,Frecuente,Digital,Tecnologia,5,232,404553.0,274991.0,0.838,1.088,0.019,10.353
CMP-0491,Medellin,Frecuente,B2B,Educacion,5,173,233943.0,128975.0,0.586,1.233,0.089,6.04
CMP-0492,Medellin,Ocasional,Tienda,Bienestar,20,699,269939.0,167730.0,0.813,1.022,0.118,9.615
CMP-0493,Bogota,Frecuente,Tienda,Hogar,20,451,223466.0,132797.0,0.646,1.213,0.042,14.685
CMP-0494,Bogota,Frecuente,Digital,Hogar,5,222,383899.0,261983.0,0.858,0.96,0.064,13.806
CMP-0495,Bucaramanga,Ocasional,Digital,Hogar,5,582,252126.0,139333.0,0.923,1.186,0.053,11.276
CMP-0496,Manizales,Frecuente,Digital,Educacion,10,594,271211.0,156179.0,0.599,0.906,0.056,8.878
CMP-0497,Pereira,Frecuente,Tienda,Bienestar,15,679,350284.0,241952.0,0.73,1.118,0.091,10.747
CMP-0498,Bucaramanga,Ocasional,Digital,Educacion,15,178,303885.0,169414.0,0.88,0.84,0.055,10.036
CMP-0499,Medellin,En riesgo,Digital,Hogar,15,476,255924.0,159002.0,0.624,1.244,0.114,13.79
CMP-0500,Manizales,Alto valor,Tienda,Hogar,20,687,343279.0,237237.0,0.805,1.229,0.098,15.368
CMP-0501,Pereira,Alto valor,B2B,Tecnologia,10,580,450386.0,316942.0,0.852,0.999,0.018,10.487
CMP-0502,Bogota,Frecuente,Tienda,Educacion,15,219,283806.0,154042.0,0.71,1.036,0.101,9.316
CMP-0503,Medellin,Ocasional,Digital,Bienestar,15,633,268757.0,194709.0,0.924,1.069,0.096,9.213
CMP-0504,Medellin,Ocasional,Digital,Bienestar,10,341,272797.0,189254.0,0.78,0.924,0.069,9.528
CMP-0505,Bucaramanga,Alto valor,Digital,Hogar,20,383,358282.0,215482.0,0.832,1.104,0.067,8.68
CMP-0506,Manizales,Ocasional,Digital,Hogar,5,426,215060.0,151255.0,0.613,1.114,0.103,6.389
CMP-0507,Manizales,Alto valor,Tienda,Educacion,15,558,239126.0,166143.0,0.56,1.036,0.06,8.028
CMP-0508,Bucaramanga,Frecuente,Digital,Hogar,15,154,144692.0,96106.0,0.573,0.866,0.032,9.482
CMP-0509,Bucaramanga,En riesgo,Tienda,Bienestar,20,414,171210.0,111977.0,0.957,1.214,0.048,20.188
CMP-0510,Bucaramanga,Alto valor,B2B,Tecnologia,15,586,221165.0,154004.0,0.947,0.852,0.043,10.972
CMP-0511,Medellin,Alto valor,B2B,Hogar,10,420,255805.0,194366.0,0.913,1.083,0.087,15.524
CMP-0512,Bogota,Frecuente,Digital,Educacion,20,250,392681.0,258719.0,0.64,0.846,0.034,9.472
CMP-0513,Medellin,Ocasional,Digital,Tecnologia,20,114,300199.0,214370.0,0.786,0.866,0.083,10.867
CMP-0514,Medellin,En riesgo,Digital,Tecnologia,15,420,191594.0,133853.0,0.908,0.809,0.064,18.71
CMP-0515,Medellin,En riesgo,Digital,Educacion,20,516,205401.0,148997.0,0.854,0.964,0.103,11.445
CMP-0516,Pereira,Alto valor,Digital,Hogar,10,420,363106.0,271998.0,0.602,1.088,0.066,10.49
CMP-0517,Medellin,Alto valor,Digital,Hogar,15,687,344496.0,195102.0,0.953,1.035,0.113,17.491
CMP-0518,Pereira,Ocasional,Tienda,Bienestar,20,453,262111.0,146706.0,0.622,1.104,0.11,6.583
CMP-0519,Manizales,Frecuente,Digital,Tecnologia,10,395,226811.0,149859.0,0.627,1.104,0.034,12.258
CMP-0520,Manizales,En riesgo,B2B,Tecnologia,15,114,344370.0,216206.0,0.955,0.863,0.087,9.885
CMP-0521,Bucaramanga,Ocasional,Digital,Tecnologia,25,426,185500.0,121869.0,0.768,0.826,0.038,2.278
CMP-0522,Pereira,Alto valor,Digital,Tecnologia,20,184,289402.0,205918.0,0.718,1.081,0.101,17.225
CMP-0523,Pereira,Ocasional,Digital,Tecnologia,20,529,430449.0,320087.0,0.799,1.094,0.082,7.49
CMP-0524,Medellin,Alto valor,Digital,Bienestar,10,179,275402.0,170799.0,0.992,1.051,0.046,17.703
CMP-0525,Bucaramanga,Frecuente,Digital,Hogar,25,642,201829.0,139727.0,0.604,0.911,0.041,6.454
CMP-0526,Bucaramanga,Ocasional,B2B,Tecnologia,5,267,290778.0,164938.0,0.891,1.165,0.06,2.698
CMP-0527,Medellin,Frecuente,Digital,Tecnologia,15,349,224749.0,145703.0,0.7,0.834,0.099,7.112
CMP-0528,Pereira,Ocasional,Digital,Hogar,10,169,155441.0,81643.0,0.603,1.085,0.099,7.833
CMP-0529,Medellin,Ocasional,Tienda,Educacion,20,210,312578.0,200331.0,0.74,0.854,0.019,6.24
CMP-0530,Medellin,En riesgo,Digital,Hogar,20,651,343838.0,223797.0,0.797,1.095,0.047,13.529
CMP-0531,Manizales,En riesgo,Tienda,Tecnologia,20,255,236682.0,164851.0,0.643,0.988,0.059,9.15
CMP-0532,Pereira,Frecuente,Digital,Tecnologia,15,398,231707.0,156606.0,0.732,1.123,0.076,9.113
CMP-0533,Pereira,Alto valor,Tienda,Hogar,10,688,187883.0,113860.0,0.836,0.823,0.031,15.669
CMP-0534,Bucaramanga,Ocasional,Digital,Tecnologia,15,466,248755.0,129695.0,0.809,1.05,0.05,11.706
CMP-0535,Manizales,En riesgo,Digital,Educacion,15,105,217822.0,119305.0,0.875,0.865,0.108,15.283
CMP-0536,Pereira,Frecuente,Tienda,Educacion,0,301,184173.0,138780.0,0.926,1.107,0.065,4.359
CMP-0537,Manizales,Frecuente,B2B,Hogar,15,319,401913.0,297962.0,0.734,0.854,0.093,4.152
CMP-0538,Pereira,Frecuente,Digital,Educacion,20,251,294987.0,176409.0,0.74,0.833,0.066,13.766
CMP-0539,Manizales,Alto valor,Tienda,Hogar,15,229,302930.0,176343.0,0.774,1.121,0.064,7.171
CMP-0540,Pereira,Ocasional,Digital,Tecnologia,20,391,326255.0,203824.0,0.805,0.829,0.08,8.217
CMP-0541,Bogota,Frecuente,Digital,Educacion,10,313,317828.0,217898.0,0.599,0.901,0.042,5.559
CMP-0542,Pereira,Ocasional,Digital,Educacion,15,262,229017.0,138701.0,0.691,1.171,0.041,10.761
CMP-0543,Pereira,Ocasional,Tienda,Hogar,0,336,280441.0,150359.0,0.627,1.164,0.119,0.582
CMP-0544,Pereira,Ocasional,Digital,Bienestar,10,293,239823.0,147892.0,0.724,1.184,0.106,9.214
CMP-0545,Medellin,Frecuente,Tienda,Tecnologia,10,221,292885.0,170617.0,0.988,0.947,0.092,10.602
CMP-0546,Pereira,Frecuente,Digital,Bienestar,10,360,285627.0,170800.0,0.812,1.038,0.029,5.321
CMP-0547,Manizales,Ocasional,B2B,Bienestar,0,664,231300.0,129322.0,0.743,1.148,0.018,0.832
CMP-0548,Manizales,Ocasional,Tienda,Bienestar,15,393,160303.0,108705.0,0.805,0.862,0.033,6.454
CMP-0549,Manizales,Frecuente,Digital,Bienestar,10,450,270968.0,175151.0,0.851,1.126,0.113,10.115
CMP-0550,Bogota,En riesgo,Digital,Bienestar,10,690,244680.0,143139.0,0.746,0.844,0.101,16.325
CMP-0551,Medellin,Alto valor,Digital,Bienestar,10,460,118222.0,77190.0,0.751,1.211,0.07,13.88
CMP-0552,Bucaramanga,En riesgo,B2B,Educacion,15,218,298075.0,190246.0,0.866,1.087,0.117,11.792
CMP-0553,Medellin,Alto valor,Digital,Tecnologia,10,327,332401.0,236348.0,0.577,1.022,0.03,10.052
CMP-0554,Bucaramanga,Alto valor,Tienda,Hogar,10,382,449627.0,336967.0,0.793,1.018,0.074,10.876
CMP-0555,Medellin,Frecuente,Digital,Hogar,15,374,230660.0,127177.0,0.796,0.882,0.034,14.534
CMP-0556,Manizales,Alto valor,Tienda,Bienestar,0,172,219597.0,160775.0,0.891,0.956,0.047,12.157
CMP-0557,Bogota,Alto valor,Digital,Tecnologia,20,145,176793.0,121837.0,0.992,1.127,0.114,17.794
CMP-0558,Medellin,Alto valor,Tienda,Hogar,0,296,275648.0,189153.0,0.908,1.043,0.106,9.49
CMP-0559,Bogota,Frecuente,B2B,Educacion,10,646,275174.0,167810.0,0.777,1.038,0.026,13.005
CMP-0560,Medellin,Ocasional,Digital,Tecnologia,5,524,199153.0,119997.0,0.626,0.888,0.041,6.112
CMP-0561,Manizales,Alto valor,Tienda,Bienestar,15,601,246880.0,128712.0,0.815,1.111,0.077,17.182
CMP-0562,Pereira,Ocasional,Digital,Bienestar,10,188,111600.0,84339.0,0.925,0.976,0.021,13.515
CMP-0563,Manizales,Ocasional,Digital,Hogar,20,336,329478.0,219288.0,0.97,0.882,0.073,9.966
CMP-0564,Pereira,Alto valor,B2B,Tecnologia,10,440,202199.0,124668.0,0.921,1.225,0.076,14.22
CMP-0565,Medellin,Alto valor,Tienda,Tecnologia,15,349,257401.0,167440.0,0.635,1.028,0.046,5.077
CMP-0566,Bucaramanga,En riesgo,Tienda,Hogar,10,338,152998.0,81047.0,0.871,1.038,0.046,13.855
CMP-0567,Bucaramanga,Ocasional,Digital,Tecnologia,0,303,216323.0,121504.0,0.946,1.242,0.039,4.342
CMP-0568,Bucaramanga,Frecuente,Digital,Tecnologia,10,111,239031.0,160056.0,0.856,0.965,0.113,7.486
CMP-0569,Bogota,Ocasional,Digital,Tecnologia,15,611,259153.0,166745.0,0.859,1.224,0.056,14.585
CMP-0570,Manizales,Alto valor,Tienda,Tecnologia,10,658,295980.0,209820.0,0.775,1.113,0.076,8.959
CMP-0571,Medellin,Frecuente,Digital,Educacion,25,130,367931.0,249493.0,0.837,1.085,0.047,9.154
CMP-0572,Manizales,Ocasional,Digital,Bienestar,15,336,314953.0,209238.0,0.682,0.905,0.089,9.021
CMP-0573,Bucaramanga,Frecuente,Digital,Tecnologia,25,401,332162.0,237717.0,0.59,0.823,0.026,4.327
CMP-0574,Pereira,Ocasional,Digital,Bienestar,10,566,368458.0,197635.0,0.922,0.997,0.023,8.985
CMP-0575,Pereira,Frecuente,Digital,Tecnologia,20,691,302728.0,207615.0,0.974,0.805,0.093,12.691
CMP-0576,Bucaramanga,Ocasional,Digital,Hogar,15,338,257247.0,177948.0,0.936,0.832,0.091,9.779
CMP-0577,Medellin,Frecuente,B2B,Tecnologia,15,544,335683.0,196724.0,0.7,1.068,0.043,9.477
CMP-0578,Manizales,Frecuente,Tienda,Tecnologia,25,661,340476.0,193035.0,0.592,1.126,0.052,1.616
CMP-0579,Medellin,Frecuente,Digital,Tecnologia,15,594,308642.0,176335.0,0.676,0.876,0.116,9.217
CMP-0580,Pereira,Frecuente,Tienda,Hogar,20,260,150903.0,85646.0,0.929,1.13,0.026,14.241
CMP-0581,Pereira,Ocasional,Tienda,Hogar,15,586,196890.0,127134.0,0.845,1.227,0.034,14.176
CMP-0582,Medellin,Alto valor,Digital,Hogar,5,335,239386.0,132273.0,0.985,1.134,0.06,12.371
CMP-0583,Pereira,Alto valor,Digital,Bienestar,15,90,318472.0,215997.0,0.704,1.153,0.045,13.273
CMP-0584,Pereira,Alto valor,Digital,Bienestar,15,550,258399.0,140884.0,0.798,1.115,0.083,12.424
CMP-0585,Manizales,Alto valor,Digital,Bienestar,20,597,345265.0,181766.0,0.906,0.901,0.088,10.375
CMP-0586,Medellin,Ocasional,Tienda,Bienestar,20,293,358643.0,213977.0,0.655,0.962,0.07,1.279
CMP-0587,Bogota,Frecuente,B2B,Bienestar,5,359,349938.0,198081.0,0.984,1.227,0.079,9.819
CMP-0588,Pereira,En riesgo,Digital,Hogar,5,305,350416.0,265362.0,0.817,1.098,0.061,15.418
CMP-0589,Medellin,Alto valor,Tienda,Tecnologia,0,152,182225.0,108009.0,0.554,1.155,0.095,2.395
CMP-0590,Medellin,Ocasional,Digital,Hogar,15,696,296198.0,169809.0,0.561,1.236,0.019,11.254
CMP-0591,Medellin,Frecuente,Tienda,Tecnologia,5,94,214435.0,121633.0,0.947,0.904,0.048,6.88
CMP-0592,Medellin,Frecuente,Tienda,Educacion,15,424,136320.0,83118.0,0.84,0.945,0.087,12.48
CMP-0593,Bucaramanga,En riesgo,Digital,Hogar,15,89,238440.0,158659.0,0.893,1.09,0.05,15.035
CMP-0594,Medellin,En riesgo,Digital,Educacion,20,507,359355.0,254304.0,0.903,0.811,0.023,10.496
CMP-0595,Bucaramanga,En riesgo,Tienda,Educacion,10,638,294556.0,178942.0,0.739,1.057,0.051,9.719
CMP-0596,Medellin,Alto valor,B2B,Hogar,15,478,411336.0,275691.0,0.909,1.164,0.09,9.591
CMP-0597,Manizales,Frecuente,Digital,Educacion,5,455,273292.0,173730.0,0.972,1.075,0.028,13.75
CMP-0598,Bogota,Ocasional,Digital,Hogar,20,593,443585.0,320783.0,0.627,0.933,0.091,6.714
CMP-0599,Bogota,Frecuente,Digital,Tecnologia,5,684,273314.0,179450.0,0.894,1.126,0.096,12.333
CMP-0600,Bogota,Ocasional,Tienda,Tecnologia,5,614,261686.0,154283.0,0.689,0.866,0.082,6.779
CMP-0601,Bogota,Ocasional,Tienda,Tecnologia,5,223,164046.0,113005.0,0.695,1.203,0.041,11.039
CMP-0602,Bogota,Ocasional,Tienda,Educacion,20,429,343292.0,246077.0,0.736,0.845,0.1,-0.093
CMP-0603,Bogota,Ocasional,Tienda,Hogar,5,587,222341.0,140454.0,0.939,1.189,0.038,11.15
CMP-0604,Pereira,Ocasional,B2B,Hogar,15,262,211471.0,160069.0,0.56,1.024,0.11,5.584
CMP-0605,Medellin,Alto valor,Tienda,Hogar,20,498,356092.0,260298.0,0.745,0.993,0.089,8.08
CMP-0606,Manizales,Alto valor,Digital,Hogar,20,94,346867.0,196767.0,0.856,1.025,0.021,14.175
CMP-0607,Bucaramanga,Ocasional,Tienda,Educacion,5,623,344904.0,244475.0,0.6,0.89,0.099,-2.131
CMP-0608,Manizales,Frecuente,Digital,Educacion,0,460,232836.0,154656.0,0.907,1.006,0.068,11.076
CMP-0609,Medellin,Frecuente,Digital,Tecnologia,10,540,256177.0,166093.0,0.974,1.182,0.063,17.145
CMP-0610,Medellin,Frecuente,B2B,Bienestar,5,591,255511.0,164382.0,0.591,1.16,0.059,3.446
CMP-0611,Medellin,Ocasional,Tienda,Hogar,15,215,318689.0,230992.0,0.619,0.873,0.079,3.536
CMP-0612,Manizales,Ocasional,B2B,Tecnologia,10,359,376517.0,250990.0,0.988,1.103,0.091,4.613
CMP-0613,Bogota,Ocasional,Digital,Educacion,10,612,287611.0,186674.0,0.639,1.186,0.109,10.349
CMP-0614,Bucaramanga,Frecuente,Tienda,Tecnologia,5,182,408117.0,217006.0,0.586,1.169,0.044,6.07
CMP-0615,Bogota,Frecuente,Digital,Tecnologia,15,589,327290.0,205405.0,0.978,0.992,0.081,10.119
CMP-0616,Bogota,Frecuente,Digital,Tecnologia,5,258,242390.0,178867.0,0.952,0.822,0.087,11.225
CMP-0617,Bucaramanga,Frecuente,Digital,Hogar,15,436,322153.0,222549.0,0.845,1.219,0.086,18.934
CMP-0618,Bucaramanga,Ocasional,Tienda,Bienestar,0,396,387946.0,206476.0,0.798,0.978,0.067,1.594
CMP-0619,Pereira,Ocasional,Digital,Hogar,25,505,409872.0,300091.0,0.964,0.962,0.056,6.491
CMP-0620,Pereira,Alto valor,B2B,Tecnologia,15,598,349017.0,250734.0,0.845,1.142,0.095,13.149
CMP-0621,Manizales,Alto valor,Digital,Tecnologia,5,296,261926.0,170567.0,0.846,0.919,0.047,10.712
CMP-0622,Manizales,Frecuente,Digital,Educacion,0,186,243748.0,128060.0,0.93,1.176,0.037,6.194
CMP-0623,Pereira,En riesgo,Tienda,Educacion,10,342,303205.0,198594.0,0.844,0.834,0.072,8.529
CMP-0624,Manizales,Ocasional,Digital,Educacion,5,459,385548.0,205536.0,0.777,1.133,0.043,8.885
CMP-0625,Bogota,Alto valor,B2B,Bienestar,5,545,292533.0,174610.0,0.725,1.235,0.018,10.164
CMP-0626,Bucaramanga,En riesgo,Tienda,Bienestar,20,547,294090.0,197316.0,0.776,1.248,0.02,13.741
CMP-0627,Bucaramanga,Frecuente,Digital,Educacion,15,290,263855.0,195015.0,0.785,1.216,0.088,15.369
CMP-0628,Bucaramanga,Frecuente,Tienda,Bienestar,5,660,235408.0,142627.0,0.712,1.192,0.117,4.569
CMP-0629,Manizales,En riesgo,Tienda,Hogar,15,131,247840.0,180032.0,0.752,0.925,0.063,12.858
CMP-0630,Bucaramanga,Alto valor,Tienda,Hogar,10,152,270157.0,200026.0,0.911,1.235,0.03,14.777
CMP-0631,Bogota,Frecuente,Tienda,Hogar,25,95,388857.0,204170.0,0.737,1.218,0.101,14.52
CMP-0632,Bucaramanga,Ocasional,Tienda,Tecnologia,0,654,242021.0,139758.0,0.562,1.04,0.042,-0.796
CMP-0633,Manizales,Alto valor,Tienda,Tecnologia,20,191,263946.0,182220.0,0.677,0.981,0.12,9.523
CMP-0634,Bucaramanga,Ocasional,Digital,Bienestar,20,452,195097.0,136888.0,0.654,0.849,0.074,14.25
CMP-0635,Pereira,Frecuente,Tienda,Educacion,0,584,313747.0,192697.0,0.907,1.066,0.039,5.747
CMP-0636,Bogota,Alto valor,B2B,Tecnologia,5,555,362501.0,245638.0,0.752,1.115,0.067,8.088
CMP-0637,Bucaramanga,Frecuente,Tienda,Tecnologia,10,668,381837.0,254654.0,0.676,0.982,0.05,5.353
CMP-0638,Bucaramanga,Frecuente,Tienda,Tecnologia,20,113,275252.0,192001.0,0.915,0.983,0.097,13.555
CMP-0639,Bogota,Alto valor,Digital,Educacion,15,332,303077.0,209874.0,0.559,1.058,0.026,9.103
CMP-0640,Medellin,Alto valor,Tienda,Hogar,15,393,248484.0,134333.0,0.628,0.813,0.105,8.727
CMP-0641,Bogota,En riesgo,B2B,Hogar,20,511,299601.0,167172.0,0.922,1.231,0.096,11.996
CMP-0642,Medellin,Frecuente,Digital,Tecnologia,20,466,283547.0,156477.0,0.798,0.93,0.105,9.565
CMP-0643,Medellin,Frecuente,Digital,Educacion,10,427,264370.0,196637.0,0.898,0.863,0.109,7.207
CMP-0644,Manizales,Alto valor,Tienda,Hogar,15,270,270332.0,199843.0,0.927,0.802,0.039,13.86
CMP-0645,Bogota,Frecuente,Digital,Educacion,15,146,293894.0,209070.0,0.974,1.186,0.07,15.339
CMP-0646,Bucaramanga,Frecuente,Tienda,Bienestar,10,347,237939.0,130393.0,0.579,1.188,0.104,6.316
CMP-0647,Manizales,Ocasional,Digital,Tecnologia,20,240,241813.0,159071.0,0.91,0.843,0.055,12.059
CMP-0648,Manizales,Frecuente,Digital,Educacion,0,423,388052.0,219224.0,0.869,0.869,0.021,3.581
CMP-0649,Medellin,En riesgo,Tienda,Bienestar,5,574,463291.0,281872.0,0.643,1.002,0.046,9.369
CMP-0650,Medellin,En riesgo,Tienda,Bienestar,20,422,169672.0,99106.0,0.969,0.884,0.04,13.432
CMP-0651,Manizales,Alto valor,Tienda,Tecnologia,10,441,165540.0,119014.0,0.732,1.131,0.106,13.238
CMP-0652,Bogota,Alto valor,Tienda,Educacion,5,105,188214.0,104396.0,0.949,0.826,0.064,1.933
CMP-0653,Bucaramanga,Alto valor,Tienda,Educacion,5,479,252253.0,170292.0,0.822,1.047,0.087,11.541
CMP-0654,Medellin,Ocasional,Tienda,Hogar,15,352,327184.0,247395.0,0.787,0.972,0.116,7.594
CMP-0655,Manizales,Alto valor,Tienda,Tecnologia,20,156,304344.0,208443.0,0.622,1.009,0.046,7.536
CMP-0656,Manizales,En riesgo,Tienda,Educacion,0,212,272902.0,147099.0,0.961,0.991,0.095,6.991
CMP-0657,Bogota,Ocasional,Tienda,Educacion,0,564,299670.0,221122.0,0.8,0.869,0.017,-4.127
CMP-0658,Bogota,Ocasional,Digital,Bienestar,10,648,208094.0,140326.0,0.553,0.899,0.026,7.552
CMP-0659,Pereira,Frecuente,Digital,Bienestar,25,394,241691.0,152148.0,0.558,0.829,0.032,-0.221
CMP-0660,Bucaramanga,En riesgo,Tienda,Tecnologia,10,685,258493.0,175343.0,0.9,0.852,0.048,10.272
CMP-0661,Pereira,Alto valor,B2B,Tecnologia,25,191,141184.0,103201.0,0.623,1.24,0.057,7.049
CMP-0662,Bogota,Frecuente,Tienda,Educacion,20,265,172902.0,109708.0,0.819,0.926,0.065,10.743
CMP-0663,Pereira,Frecuente,Digital,Hogar,10,656,175883.0,113887.0,0.856,0.938,0.041,9.421
CMP-0664,Bucaramanga,En riesgo,Tienda,Hogar,20,188,317308.0,199456.0,0.676,0.857,0.022,12.182
CMP-0665,Manizales,Ocasional,Digital,Bienestar,15,488,278402.0,149619.0,0.806,1.14,0.086,15.21
CMP-0666,Bogota,Ocasional,Tienda,Tecnologia,15,216,305830.0,216802.0,0.658,1.216,0.017,8.436
CMP-0667,Manizales,Alto valor,Tienda,Tecnologia,10,285,122026.0,67156.0,0.976,1.155,0.1,11.293
CMP-0668,Medellin,En riesgo,Tienda,Tecnologia,20,376,148732.0,91425.0,0.937,1.076,0.113,9.049
CMP-0669,Medellin,Frecuente,Tienda,Hogar,20,303,309741.0,189821.0,0.68,1.166,0.09,10.119
CMP-0670,Pereira,Frecuente,Digital,Hogar,20,622,80000.0,46977.0,0.788,0.982,0.078,8.56
CMP-0671,Medellin,En riesgo,Digital,Tecnologia,25,683,351847.0,216950.0,0.775,1.187,0.084,15.702
CMP-0672,Bogota,Frecuente,B2B,Hogar,10,390,123251.0,82372.0,0.982,1.159,0.083,9.597
CMP-0673,Bogota,Frecuente,Tienda,Hogar,20,405,323251.0,192248.0,0.727,0.801,0.113,2.883
CMP-0674,Pereira,Ocasional,Tienda,Bienestar,20,114,193356.0,108551.0,0.803,1.02,0.116,7.865
CMP-0675,Bogota,Alto valor,Digital,Bienestar,5,225,338668.0,246770.0,0.968,0.919,0.06,9.944
CMP-0676,Bogota,Frecuente,Digital,Educacion,0,104,500612.0,376961.0,0.623,0.839,0.08,2.449
CMP-0677,Manizales,Alto valor,Digital,Educacion,10,611,89512.0,56398.0,0.798,1.181,0.099,18.36
CMP-0678,Pereira,Alto valor,Digital,Hogar,20,220,312153.0,186819.0,0.598,0.804,0.015,8.599
CMP-0679,Manizales,En riesgo,Digital,Educacion,10,291,124388.0,66099.0,0.828,1.129,0.07,16.582
CMP-0680,Medellin,Ocasional,B2B,Bienestar,15,602,292008.0,154427.0,0.715,1.245,0.084,9.567
CMP-0681,Bogota,Frecuente,Tienda,Tecnologia,0,522,244492.0,150189.0,0.985,1.017,0.09,0.581
CMP-0682,Pereira,Frecuente,Digital,Hogar,10,465,269734.0,200482.0,0.737,0.967,0.054,12.084
CMP-0683,Medellin,Frecuente,Digital,Bienestar,15,103,191624.0,133249.0,0.611,1.073,0.046,11.946
CMP-0684,Medellin,Ocasional,Digital,Educacion,5,429,318541.0,192343.0,0.925,1.162,0.034,13.898
CMP-0685,Pereira,En riesgo,Tienda,Hogar,20,427,151373.0,113883.0,0.919,0.908,0.074,12.618
CMP-0686,Medellin,En riesgo,Digital,Tecnologia,5,277,353123.0,219961.0,0.863,0.913,0.112,11.278
CMP-0687,Manizales,Frecuente,Tienda,Tecnologia,20,541,229306.0,134472.0,0.887,1.073,0.109,13.002
CMP-0688,Manizales,Frecuente,Tienda,Tecnologia,5,656,154798.0,96335.0,0.669,1.223,0.053,8.003
CMP-0689,Manizales,Frecuente,Digital,Bienestar,25,240,379620.0,216676.0,0.839,0.934,0.042,8.079
CMP-0690,Bogota,Ocasional,Tienda,Bienestar,15,285,254949.0,186764.0,0.567,0.97,0.098,4.992
CMP-0691,Medellin,Frecuente,B2B,Hogar,5,279,403073.0,244537.0,0.639,1.247,0.091,8.629
CMP-0692,Bogota,Ocasional,Digital,Bienestar,0,597,351602.0,238355.0,0.97,0.879,0.068,3.473
CMP-0693,Medellin,Ocasional,Digital,Educacion,0,128,200139.0,122760.0,0.883,0.835,0.056,7.823
CMP-0694,Medellin,Frecuente,B2B,Educacion,15,635,253626.0,186774.0,0.654,1.065,0.028,13.443
CMP-0695,Pereira,Frecuente,B2B,Tecnologia,20,560,269078.0,181405.0,0.6,0.811,0.097,5.329
CMP-0696,Bucaramanga,Frecuente,Tienda,Bienestar,10,379,374473.0,238607.0,0.977,0.881,0.08,13.933
CMP-0697,Bogota,Alto valor,Tienda,Educacion,10,441,292814.0,161550.0,0.6,1.08,0.055,5.804
CMP-0698,Manizales,Alto valor,Digital,Educacion,15,634,273222.0,201217.0,0.666,1.097,0.111,9.798
CMP-0699,Pereira,Ocasional,Tienda,Hogar,15,557,245009.0,159559.0,0.632,1.03,0.084,6.271
CMP-0700,Pereira,Frecuente,Digital,Hogar,15,251,256208.0,150756.0,0.553,0.973,0.113,9.893
CMP-0701,Manizales,Frecuente,Digital,Educacion,10,111,357844.0,261478.0,0.691,1.059,0.065,11.129
CMP-0702,Bogota,Ocasional,Tienda,Tecnologia,15,488,260278.0,138745.0,0.988,1.09,0.063,6.497
CMP-0703,Pereira,Ocasional,B2B,Bienestar,25,170,230375.0,137160.0,0.704,1.162,0.113,6.623
CMP-0704,Pereira,Frecuente,Tienda,Tecnologia,10,134,217662.0,141228.0,0.777,1.157,0.116,17.155
CMP-0705,Pereira,Ocasional,Digital,Educacion,0,689,218468.0,131420.0,0.886,1.099,0.116,9.998
CMP-0706,Manizales,En riesgo,Digital,Tecnologia,5,373,154843.0,98235.0,0.798,1.202,0.101,17.775
CMP-0707,Pereira,Ocasional,B2B,Tecnologia,15,483,203722.0,118859.0,0.885,1.177,0.064,10.345
CMP-0708,Manizales,Ocasional,B2B,Hogar,10,214,372382.0,205264.0,0.848,0.86,0.037,2.839
CMP-0709,Manizales,Alto valor,Tienda,Tecnologia,25,143,244505.0,129305.0,0.824,1.231,0.055,10.009
CMP-0710,Manizales,En riesgo,Tienda,Hogar,15,118,312831.0,174508.0,0.842,1.201,0.114,21.017
